"year","industry_branch_code","industry_branch_name","average_salary","average_salary_all_industries","category_code","category_name","average_price"
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"114701",Vejce slepičí čerstvá,23.49
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"115101",Máslo,104.39
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"115201",Rostlinný roztíratelný tuk,69.45
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"116101",Pomeranče,24.73
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"116103",Banány žluté,27.31
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"116104",Jablka konzumní,30.71
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"117101",Rajská jablka červená kulatá,57.83
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"117103",Papriky,35.31
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"117106",Mrkev,14.41
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"117401",Konzumní brambory,12.08
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"118101",Cukr krystalový,21.73
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"122102",Přírodní minerální voda uhličitá,7.69
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"213201","Pivo výčepní, světlé, lahvové",8.45
2006,Q,Zdravotní a sociální péče,14857.80,18958.23,"2000001",Kapr živý,69.35
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"111101",Rýže loupaná dlouhozrnná,21.29
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"111201",Pšeničná mouka hladká,7.41
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"111301",Chléb konzumní kmínový,16.12
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"111303",Pečivo pšeničné bílé,38.60
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"111602",Těstoviny vaječné,26.10
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"112101",Hovězí maso zadní bez kosti,166.34
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"112201",Vepřová pečeně s kostí,105.18
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"112401",Kuřata kuchaná celá,47.47
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"112704",Šunkový salám,116.77
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"114201",Mléko polotučné pasterované,14.44
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"114401",Jogurt bílý netučný,5.83
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"114501",Eidamská cihla,110.95
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"114701",Vejce slepičí čerstvá,23.49
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"115101",Máslo,104.39
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"115201",Rostlinný roztíratelný tuk,69.45
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"116101",Pomeranče,24.73
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"116103",Banány žluté,27.31
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"116104",Jablka konzumní,30.71
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"117101",Rajská jablka červená kulatá,57.83
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"117103",Papriky,35.31
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"117106",Mrkev,14.41
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"117401",Konzumní brambory,12.08
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"118101",Cukr krystalový,21.73
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"122102",Přírodní minerální voda uhličitá,7.69
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"213201","Pivo výčepní, světlé, lahvové",8.45
2006,R,"Kulturní, zábavní a rekreační činnosti",16152.38,18958.23,"2000001",Kapr živý,69.35
2006,S,Ostatní činnosti,12583.60,18958.23,"111101",Rýže loupaná dlouhozrnná,21.29
2006,S,Ostatní činnosti,12583.60,18958.23,"111201",Pšeničná mouka hladká,7.41
2006,S,Ostatní činnosti,12583.60,18958.23,"111301",Chléb konzumní kmínový,16.12
2006,S,Ostatní činnosti,12583.60,18958.23,"111303",Pečivo pšeničné bílé,38.60
2006,S,Ostatní činnosti,12583.60,18958.23,"111602",Těstoviny vaječné,26.10
2006,S,Ostatní činnosti,12583.60,18958.23,"112101",Hovězí maso zadní bez kosti,166.34
2006,S,Ostatní činnosti,12583.60,18958.23,"112201",Vepřová pečeně s kostí,105.18
2006,S,Ostatní činnosti,12583.60,18958.23,"112401",Kuřata kuchaná celá,47.47
2006,S,Ostatní činnosti,12583.60,18958.23,"112704",Šunkový salám,116.77
2006,S,Ostatní činnosti,12583.60,18958.23,"114201",Mléko polotučné pasterované,14.44
2006,S,Ostatní činnosti,12583.60,18958.23,"114401",Jogurt bílý netučný,5.83
2006,S,Ostatní činnosti,12583.60,18958.23,"114501",Eidamská cihla,110.95
2006,S,Ostatní činnosti,12583.60,18958.23,"114701",Vejce slepičí čerstvá,23.49
2006,S,Ostatní činnosti,12583.60,18958.23,"115101",Máslo,104.39
2006,S,Ostatní činnosti,12583.60,18958.23,"115201",Rostlinný roztíratelný tuk,69.45
2006,S,Ostatní činnosti,12583.60,18958.23,"116101",Pomeranče,24.73
2006,S,Ostatní činnosti,12583.60,18958.23,"116103",Banány žluté,27.31
2006,S,Ostatní činnosti,12583.60,18958.23,"116104",Jablka konzumní,30.71
2006,S,Ostatní činnosti,12583.60,18958.23,"117101",Rajská jablka červená kulatá,57.83
2006,S,Ostatní činnosti,12583.60,18958.23,"117103",Papriky,35.31
2006,S,Ostatní činnosti,12583.60,18958.23,"117106",Mrkev,14.41
2006,S,Ostatní činnosti,12583.60,18958.23,"117401",Konzumní brambory,12.08
2006,S,Ostatní činnosti,12583.60,18958.23,"118101",Cukr krystalový,21.73
2006,S,Ostatní činnosti,12583.60,18958.23,"122102",Přírodní minerální voda uhličitá,7.69
2006,S,Ostatní činnosti,12583.60,18958.23,"213201","Pivo výčepní, světlé, lahvové",8.45
2006,S,Ostatní činnosti,12583.60,18958.23,"2000001",Kapr živý,69.35
2007,,,20608.75,20224.54,"111101",Rýže loupaná dlouhozrnná,23.86
2007,,,20608.75,20224.54,"111201",Pšeničná mouka hladká,9.08
2007,,,20608.75,20224.54,"111301",Chléb konzumní kmínový,18.85
2007,,,20608.75,20224.54,"111303",Pečivo pšeničné bílé,44.04
2007,,,20608.75,20224.54,"111602",Těstoviny vaječné,26.71
2007,,,20608.75,20224.54,"112101",Hovězí maso zadní bez kosti,169.46
2007,,,20608.75,20224.54,"112201",Vepřová pečeně s kostí,102.89
2007,,,20608.75,20224.54,"112401",Kuřata kuchaná celá,53.61
2007,,,20608.75,20224.54,"112704",Šunkový salám,116.44
2007,,,20608.75,20224.54,"114201",Mléko polotučné pasterované,15.59
2007,,,20608.75,20224.54,"114401",Jogurt bílý netučný,5.88
2007,,,20608.75,20224.54,"114501",Eidamská cihla,122.68
2007,,,20608.75,20224.54,"114701",Vejce slepičí čerstvá,24.97
2007,,,20608.75,20224.54,"115101",Máslo,115.78
2007,,,20608.75,20224.54,"115201",Rostlinný roztíratelný tuk,69.50
2007,,,20608.75,20224.54,"116101",Pomeranče,30.23
2007,,,20608.75,20224.54,"116103",Banány žluté,30.85
2007,,,20608.75,20224.54,"116104",Jablka konzumní,28.49
2007,,,20608.75,20224.54,"117101",Rajská jablka červená kulatá,40.32
2007,,,20608.75,20224.54,"117103",Papriky,68.79
2007,,,20608.75,20224.54,"117106",Mrkev,14.18
2007,,,20608.75,20224.54,"117401",Konzumní brambory,14.10
2007,,,20608.75,20224.54,"118101",Cukr krystalový,21.92
2007,,,20608.75,20224.54,"122102",Přírodní minerální voda uhličitá,7.73
2007,,,20608.75,20224.54,"213201","Pivo výčepní, světlé, lahvové",8.51
2007,,,20608.75,20224.54,"2000001",Kapr živý,78.98
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"111101",Rýže loupaná dlouhozrnná,23.86
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"111201",Pšeničná mouka hladká,9.08
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"111301",Chléb konzumní kmínový,18.85
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"111303",Pečivo pšeničné bílé,44.04
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"111602",Těstoviny vaječné,26.71
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"112101",Hovězí maso zadní bez kosti,169.46
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"112201",Vepřová pečeně s kostí,102.89
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"112401",Kuřata kuchaná celá,53.61
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"112704",Šunkový salám,116.44
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"114201",Mléko polotučné pasterované,15.59
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"114401",Jogurt bílý netučný,5.88
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"114501",Eidamská cihla,122.68
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"114701",Vejce slepičí čerstvá,24.97
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"115101",Máslo,115.78
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"115201",Rostlinný roztíratelný tuk,69.50
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"116101",Pomeranče,30.23
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"116103",Banány žluté,30.85
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"116104",Jablka konzumní,28.49
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"117101",Rajská jablka červená kulatá,40.32
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"117103",Papriky,68.79
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"117106",Mrkev,14.18
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"117401",Konzumní brambory,14.10
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"118101",Cukr krystalový,21.92
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"122102",Přírodní minerální voda uhličitá,7.73
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"213201","Pivo výčepní, světlé, lahvové",8.51
2007,A,"Zemědělství, lesnictví, rybářství",15974.38,20224.54,"2000001",Kapr živý,78.98
2007,B,Těžba a dobývání,20572.00,20224.54,"111101",Rýže loupaná dlouhozrnná,23.86
2007,B,Těžba a dobývání,20572.00,20224.54,"111201",Pšeničná mouka hladká,9.08
2007,B,Těžba a dobývání,20572.00,20224.54,"111301",Chléb konzumní kmínový,18.85
2007,B,Těžba a dobývání,20572.00,20224.54,"111303",Pečivo pšeničné bílé,44.04
2007,B,Těžba a dobývání,20572.00,20224.54,"111602",Těstoviny vaječné,26.71
2007,B,Těžba a dobývání,20572.00,20224.54,"112101",Hovězí maso zadní bez kosti,169.46
2007,B,Těžba a dobývání,20572.00,20224.54,"112201",Vepřová pečeně s kostí,102.89
2007,B,Těžba a dobývání,20572.00,20224.54,"112401",Kuřata kuchaná celá,53.61
2007,B,Těžba a dobývání,20572.00,20224.54,"112704",Šunkový salám,116.44
2007,B,Těžba a dobývání,20572.00,20224.54,"114201",Mléko polotučné pasterované,15.59
2007,B,Těžba a dobývání,20572.00,20224.54,"114401",Jogurt bílý netučný,5.88
2007,B,Těžba a dobývání,20572.00,20224.54,"114501",Eidamská cihla,122.68
2007,B,Těžba a dobývání,20572.00,20224.54,"114701",Vejce slepičí čerstvá,24.97
2007,B,Těžba a dobývání,20572.00,20224.54,"115101",Máslo,115.78
2007,B,Těžba a dobývání,20572.00,20224.54,"115201",Rostlinný roztíratelný tuk,69.50
2007,B,Těžba a dobývání,20572.00,20224.54,"116101",Pomeranče,30.23
2007,B,Těžba a dobývání,20572.00,20224.54,"116103",Banány žluté,30.85
2007,B,Těžba a dobývání,20572.00,20224.54,"116104",Jablka konzumní,28.49
2007,B,Těžba a dobývání,20572.00,20224.54,"117101",Rajská jablka červená kulatá,40.32
2007,B,Těžba a dobývání,20572.00,20224.54,"117103",Papriky,68.79
2007,B,Těžba a dobývání,20572.00,20224.54,"117106",Mrkev,14.18
2007,B,Těžba a dobývání,20572.00,20224.54,"117401",Konzumní brambory,14.10
2007,B,Těžba a dobývání,20572.00,20224.54,"118101",Cukr krystalový,21.92
2007,B,Těžba a dobývání,20572.00,20224.54,"122102",Přírodní minerální voda uhličitá,7.73
2007,B,Těžba a dobývání,20572.00,20224.54,"213201","Pivo výčepní, světlé, lahvové",8.51
2007,B,Těžba a dobývání,20572.00,20224.54,"2000001",Kapr živý,78.98
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"111101",Rýže loupaná dlouhozrnná,23.86
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"111201",Pšeničná mouka hladká,9.08
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"111301",Chléb konzumní kmínový,18.85
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"111303",Pečivo pšeničné bílé,44.04
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"111602",Těstoviny vaječné,26.71
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"112101",Hovězí maso zadní bez kosti,169.46
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"112201",Vepřová pečeně s kostí,102.89
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"112401",Kuřata kuchaná celá,53.61
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"112704",Šunkový salám,116.44
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"114201",Mléko polotučné pasterované,15.59
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"114401",Jogurt bílý netučný,5.88
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"114501",Eidamská cihla,122.68
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"114701",Vejce slepičí čerstvá,24.97
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"115101",Máslo,115.78
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"115201",Rostlinný roztíratelný tuk,69.50
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"116101",Pomeranče,30.23
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"116103",Banány žluté,30.85
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"116104",Jablka konzumní,28.49
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"117101",Rajská jablka červená kulatá,40.32
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"117103",Papriky,68.79
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"117106",Mrkev,14.18
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"117401",Konzumní brambory,14.10
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"118101",Cukr krystalový,21.92
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"122102",Přírodní minerální voda uhličitá,7.73
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"213201","Pivo výčepní, světlé, lahvové",8.51
2007,C,Zpracovatelský průmysl,16037.80,20224.54,"2000001",Kapr živý,78.98
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"111101",Rýže loupaná dlouhozrnná,23.86
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"111201",Pšeničná mouka hladká,9.08
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"111301",Chléb konzumní kmínový,18.85
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"111303",Pečivo pšeničné bílé,44.04
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"111602",Těstoviny vaječné,26.71
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"112101",Hovězí maso zadní bez kosti,169.46
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"112201",Vepřová pečeně s kostí,102.89
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"112401",Kuřata kuchaná celá,53.61
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"112704",Šunkový salám,116.44
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"114201",Mléko polotučné pasterované,15.59
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"114401",Jogurt bílý netučný,5.88
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"114501",Eidamská cihla,122.68
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"114701",Vejce slepičí čerstvá,24.97
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"115101",Máslo,115.78
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"115201",Rostlinný roztíratelný tuk,69.50
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"116101",Pomeranče,30.23
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"116103",Banány žluté,30.85
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"116104",Jablka konzumní,28.49
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"117101",Rajská jablka červená kulatá,40.32
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"117103",Papriky,68.79
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"117106",Mrkev,14.18
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"117401",Konzumní brambory,14.10
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"118101",Cukr krystalový,21.92
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"122102",Přírodní minerální voda uhličitá,7.73
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"213201","Pivo výčepní, světlé, lahvové",8.51
2007,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",27476.11,20224.54,"2000001",Kapr živý,78.98
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"111101",Rýže loupaná dlouhozrnná,23.86
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"111201",Pšeničná mouka hladká,9.08
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"111301",Chléb konzumní kmínový,18.85
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"111303",Pečivo pšeničné bílé,44.04
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"111602",Těstoviny vaječné,26.71
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"112101",Hovězí maso zadní bez kosti,169.46
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"112201",Vepřová pečeně s kostí,102.89
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"112401",Kuřata kuchaná celá,53.61
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"112704",Šunkový salám,116.44
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"114201",Mléko polotučné pasterované,15.59
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"114401",Jogurt bílý netučný,5.88
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"114501",Eidamská cihla,122.68
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"114701",Vejce slepičí čerstvá,24.97
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"115101",Máslo,115.78
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"115201",Rostlinný roztíratelný tuk,69.50
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"116101",Pomeranče,30.23
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"116103",Banány žluté,30.85
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"116104",Jablka konzumní,28.49
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"117101",Rajská jablka červená kulatá,40.32
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"117103",Papriky,68.79
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"117106",Mrkev,14.18
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"117401",Konzumní brambory,14.10
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"118101",Cukr krystalový,21.92
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"122102",Přírodní minerální voda uhličitá,7.73
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"213201","Pivo výčepní, světlé, lahvové",8.51
2007,E,Zásobování vodou; činnosti související s odpady a sanacemi,15624.60,20224.54,"2000001",Kapr živý,78.98
2007,F,Stavebnictví,18924.63,20224.54,"111101",Rýže loupaná dlouhozrnná,23.86
2007,F,Stavebnictví,18924.63,20224.54,"111201",Pšeničná mouka hladká,9.08
2007,F,Stavebnictví,18924.63,20224.54,"111301",Chléb konzumní kmínový,18.85
2007,F,Stavebnictví,18924.63,20224.54,"111303",Pečivo pšeničné bílé,44.04
2007,F,Stavebnictví,18924.63,20224.54,"111602",Těstoviny vaječné,26.71
2007,F,Stavebnictví,18924.63,20224.54,"112101",Hovězí maso zadní bez kosti,169.46
2007,F,Stavebnictví,18924.63,20224.54,"112201",Vepřová pečeně s kostí,102.89
2007,F,Stavebnictví,18924.63,20224.54,"112401",Kuřata kuchaná celá,53.61
2007,F,Stavebnictví,18924.63,20224.54,"112704",Šunkový salám,116.44
2007,F,Stavebnictví,18924.63,20224.54,"114201",Mléko polotučné pasterované,15.59
2007,F,Stavebnictví,18924.63,20224.54,"114401",Jogurt bílý netučný,5.88
2007,F,Stavebnictví,18924.63,20224.54,"114501",Eidamská cihla,122.68
2007,F,Stavebnictví,18924.63,20224.54,"114701",Vejce slepičí čerstvá,24.97
2007,F,Stavebnictví,18924.63,20224.54,"115101",Máslo,115.78
2007,F,Stavebnictví,18924.63,20224.54,"115201",Rostlinný roztíratelný tuk,69.50
2007,F,Stavebnictví,18924.63,20224.54,"116101",Pomeranče,30.23
2007,F,Stavebnictví,18924.63,20224.54,"116103",Banány žluté,30.85
2007,F,Stavebnictví,18924.63,20224.54,"116104",Jablka konzumní,28.49
2007,F,Stavebnictví,18924.63,20224.54,"117101",Rajská jablka červená kulatá,40.32
2007,F,Stavebnictví,18924.63,20224.54,"117103",Papriky,68.79
2007,F,Stavebnictví,18924.63,20224.54,"117106",Mrkev,14.18
2007,F,Stavebnictví,18924.63,20224.54,"117401",Konzumní brambory,14.10
2007,F,Stavebnictví,18924.63,20224.54,"118101",Cukr krystalový,21.92
2007,F,Stavebnictví,18924.63,20224.54,"122102",Přírodní minerální voda uhličitá,7.73
2007,F,Stavebnictví,18924.63,20224.54,"213201","Pivo výčepní, světlé, lahvové",8.51
2007,F,Stavebnictví,18924.63,20224.54,"2000001",Kapr živý,78.98
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"111101",Rýže loupaná dlouhozrnná,23.86
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"111201",Pšeničná mouka hladká,9.08
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"111301",Chléb konzumní kmínový,18.85
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"111303",Pečivo pšeničné bílé,44.04
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"111602",Těstoviny vaječné,26.71
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"112101",Hovězí maso zadní bez kosti,169.46
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"112201",Vepřová pečeně s kostí,102.89
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"112401",Kuřata kuchaná celá,53.61
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"112704",Šunkový salám,116.44
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"114201",Mléko polotučné pasterované,15.59
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"114401",Jogurt bílý netučný,5.88
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"114501",Eidamská cihla,122.68
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"114701",Vejce slepičí čerstvá,24.97
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"115101",Máslo,115.78
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"115201",Rostlinný roztíratelný tuk,69.50
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"116101",Pomeranče,30.23
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"116103",Banány žluté,30.85
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"116104",Jablka konzumní,28.49
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"117101",Rajská jablka červená kulatá,40.32
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"117103",Papriky,68.79
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"117106",Mrkev,14.18
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"117401",Konzumní brambory,14.10
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"118101",Cukr krystalový,21.92
2007,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19420.88,20224.54,"122102",Přírodní minerální voda uhličitá,7.73
