"country","abbreviation","avg_height","calling_code","capital_city","continent","currency_name","religion","currency_code","domain_tld","elevation","north","south","west","east","government_type","independence_date","iso_numeric","landlocked","life_expectancy","national_symbol","national_dish","population_density","population","region_in_world","surface_area","yearly_average_temperature","median_age_2018","iso2","iso3","year","GDP","economy_population","gini","taxes","fertility","mortaliy_under5"
Portugal,PT,170.5,351.0,Lisboa,Europe,Euro,Christianity,EUR,.pt,372.0,42.1543,36.9613,-9.50053,-6.18916,Republic,1143.0,620.0,0.0,75.8,,Bacalhau,112.2394535,10283822,Southern Europe,91982.0,15.15,44.6,PT,PRT,2007,240819937572.726,10542964,36.8,21.347297115583,1.35,4.2
Portugal,PT,170.5,351.0,Lisboa,Europe,Euro,Christianity,EUR,.pt,372.0,42.1543,36.9613,-9.50053,-6.18916,Republic,1143.0,620.0,0.0,75.8,,Bacalhau,112.2394535,10283822,Southern Europe,91982.0,15.15,44.6,PT,PRT,2006,234931199934.205,10522288,38.1,21.125162349927,1.37,4.4
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2018,224725300753.379,19473970,35.8,14.4941335685545,1.76,7.5
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2017,215100574411.243,19588715,36.0,15.4729764935295,1.71,8.1
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2016,200430189829.58,19702267,34.4,16.8520236625952,1.69,8.6
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2015,191427365158.106,19815616,35.9,18.9351507781876,1.62,9.1
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2014,185935438388.184,19908979,36.0,17.9175154870682,1.56,9.8
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2013,179459249986.084,19983693,36.9,17.668864468403,1.46,10.6
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2012,172937829621.072,20058035,36.5,18.0112811932293,1.52,11.3
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2011,169479324149.248,20147528,35.9,18.0889295011415,1.47,11.8
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2010,166309355234.589,20246871,35.5,16.606621010398,1.59,12.4
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2009,173060868628.322,20367487,35.6,15.27296200525,1.66,13.0
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2008,183166909447.59,20537875,36.4,16.785344992707,1.6,13.9
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2007,167570353781.434,20882982,37.5,17.5395257265186,1.45,15.2
Romania,RO,172.0,40.0,Bucuresti,Europe,Romanian New Leu,Christianity,RON,.ro,414.0,48.2669,43.6273,20.27,29.6911,Republic,1878.0,642.0,0.0,69.9,,"Mămăligă, Sarmale, Mici",84.63984701,19466145,Eastern Europe,238391.0,8.8,42.5,RO,ROU,2006,156266346693.626,21193760,39.6,17.9470572343657,1.42,16.7
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2018,1743720734850.68,144477859,37.5,11.4687730024336,1.579,6.3
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2017,1696106853061.04,144496739,37.2,10.2884056740183,1.621,6.9
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2016,1665694763578.53,144342397,36.8,9.18312209969854,1.762,7.5
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2015,1662474715110.35,144096870,37.7,10.6420948088217,1.777,8.2
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2014,1695930665412.95,143819667,39.9,13.2553613046452,1.75,8.9
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2013,1683535346495.76,143506995,40.9,12.933492451261,1.707,9.5
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2012,1654492026998.83,143201721,40.7,13.7546730412872,1.691,9.8
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2011,1590489364644.29,142960908,39.7,13.9542036796753,1.582,10.1
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2010,1524917468442.01,142849468,39.5,13.0483488461042,1.567,10.4
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2009,1459251165972.78,142785349,39.8,12.9563524123963,1.542,10.7
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2008,1582701810889.97,142742366,41.6,15.8180678239761,1.502,11.2
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2007,1504469841529.42,142805114,42.3,16.5513130625157,1.416,11.9
Russian Federation,RU,,7.0,Moscow,Europe,,,RUB,.ru,,,,,,Federal Republic,1991.0,,0.0,67.2,,,8.822079555,144478050,Eastern Europe,17075400,,40.3,RU,RUS,2006,1386608432989.65,143049637,41.0,16.5682157585873,1.305,12.8
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2018,1683506067.26526,33784.0,,17.9568167650591,,1.7
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2017,1657895541.39012,33671.0,,16.4688470032622,,1.8
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2016,1653624799.59014,33503.0,,16.6895193629214,,1.9
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2015,1615745175.01546,33270.0,,17.8902228816041,,2.0
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2014,1579549705.66672,32941.0,,18.3455831253968,,2.1
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2013,1590722471.04721,32554.0,,17.0662396360759,,2.2
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2012,1603291832.10026,32103.0,,18.0162574059247,1.26,2.4
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2011,1724795655.61309,31655.0,,16.1530355640829,,2.5
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2010,1881214370.93994,31221.0,,15.5920229527836,,2.7
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2009,1990148833.39972,30825.0,,16.9391091898649,,2.9
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2008,2219190523.69976,30434.0,,17.6709153176255,,3.2
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2007,2230363289.08025,30068.0,,17.6382630770194,,3.4
San Marino,SM,,378.0,San Marino,Europe,Euro,Christianity,EUR,.sm,,43.9922,43.8937,12.4035,12.5165,Republic,885.0,674.0,1.0,81.1,,Torta Tre Monti,563.0833333,33785.0,Southern Europe,61.0,11.85,45.2,SM,SMR,2006,2082324147.78876,29694.0,,17.2225010598291,,3.7
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2018,48167224454.1516,6982604.0,,23.5981870443934,1.49,5.5
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2017,46095189764.125,7020858.0,36.2,24.068038298589,1.49,5.8
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2016,45146586020.325,7058322.0,38.8,23.2899150584378,1.46,6.0
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2015,43688023451.3019,7095383.0,40.5,22.3552132868459,1.46,6.3
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2014,42912989429.7754,7130576.0,40.5,21.9701414004315,1.46,6.6
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2013,43606113097.5697,7164132.0,39.5,20.8387384343401,1.43,6.9
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2012,42380207643.5152,7199077.0,39.9,18.5525002126608,1.45,7.1
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2011,42671028784.1099,7234099.0,,19.0547409429858,1.4,7.4
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2010,41819468691.8251,7291436.0,,20.2292670544804,1.4,7.6
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2009,41515968465.9198,7320807.0,,20.0048064707481,1.44,7.8
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2008,42681933020.219,7350222.0,,21.1478438150125,1.4,8.0
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2007,40397236364.6127,7381579.0,,21.3021144678086,1.38,8.1
Serbia,RS,174.13,381.0,Belgrade,Europe,Serbian dinar,Christianity,RSD,.rs,2826.0,44.01,,,21.0059,Republic,2006.0,688.0,1.0,76.05,,,100.0,6963764.0,Central and Southeast Europe,88361.0,,43.4,RS,SRB,2006,37953228515.7138,7411569.0,,,1.43,8.4
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2018,111860040781.458,5446771.0,25.0,18.624405804123,1.54,5.9
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2017,107920798507.243,5439232.0,,18.6056976775634,1.52,6.0
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2016,104788135893.823,5430798.0,25.2,18.1394732748866,1.48,6.1
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2015,102599958081.508,5423801.0,26.5,18.1892767842327,1.4,6.2
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2014,97886806555.4282,5418649.0,26.1,17.4551528580795,1.37,6.4
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2013,95367586177.8506,5413393.0,28.1,16.7025974186112,1.34,6.5
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2012,94736136629.9989,5407579.0,26.1,15.5316024121852,1.34,6.6
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2011,92972684423.6731,5398384.0,26.5,16.0772497570946,1.45,6.8
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2010,90398832433.9335,5391428.0,27.3,15.1303826918297,1.43,7.0
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2009,85385623781.6126,5386406.0,27.2,15.5233082674625,1.44,7.2
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2008,90312661014.7879,5379233.0,26.0,16.4458086884117,1.34,7.4
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2007,85543697111.3733,5374622.0,24.7,16.7489005333346,1.27,7.7
Slovakia,SK,,421.0,Bratislava,Europe,Euro,Christianity,EUR,.sk,458.0,49.6032,47.7281,16.8477,22.5704,Republic,1993.0,703.0,1.0,73.7,,Bryndzové halušky,113.2905782,5446771.0,Eastern Europe,49012.0,6.8,41.8,SK,SVK,2006,77183191548.8511,5373054.0,25.8,16.800847388085,1.25,7.9
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2018,55552554713.0659,2073894.0,24.6,18.5312483312926,1.61,2.2
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2017,53219159738.4832,2066388.0,24.2,18.3463608388814,1.62,2.3
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2016,50784767161.7182,2065042.0,24.8,18.6066578234862,1.58,2.4
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2015,49213931063.9334,2063531.0,25.4,18.4938830799173,1.57,2.5
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2014,48149781597.2791,2061980.0,25.7,18.168817949332,1.58,2.6
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2013,46852821092.7902,2059953.0,26.2,17.8998694064708,1.55,2.8
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2012,47340084426.0571,2057159.0,25.6,17.8673169141809,1.58,2.9
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2011,48623471168.9764,2052843.0,24.9,17.8391642699425,1.56,3.1
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2010,48208240226.4501,2048583.0,24.9,18.0573023653755,1.57,3.2
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2009,47569032084.5723,2039669.0,24.8,17.9971511182466,1.53,3.4
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2008,51452924048.1751,2021316.0,23.7,19.4079592154111,1.53,3.6
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2007,49708243481.106,2018122.0,24.4,20.0747511166279,1.38,3.8
Slovenia,SI,178.1,386.0,Ljubljana,Europe,Euro,Christianity,EUR,.si,492.0,46.8766,45.4218,13.3753,16.6106,Republic,1991.0,705.0,0.0,74.9,,"Ajdovi žganci, Belokranjska povitica, Obara",102.6398595,2073894.0,Southern Europe,20256.0,8.9,44.9,SI,SVN,2006,46464917542.2106,2006868.0,24.4,20.893860031577,1.31,4.0
Spain,ES,172.0,34.0,Madrid,Europe,Euro,Christianity,EUR,.es,660.0,43.7914,36.0001,-9.30152,4.32778,Constitutional Monarchy,1492.0,724.0,0.0,78.8,animal,Tortilla española,93.52905826,46796540,Southern Europe,505992.0,13.3,43.9,ES,ESP,2018,1543447293320.58,46797754,34.7,14.2212397684517,1.26,3.2
Spain,ES,172.0,34.0,Madrid,Europe,Euro,Christianity,EUR,.es,660.0,43.7914,36.0001,-9.30152,4.32778,Constitutional Monarchy,1492.0,724.0,0.0,78.8,animal,Tortilla española,93.52905826,46796540,Southern Europe,505992.0,13.3,43.9,ES,ESP,2017,1506830599353.93,46593236,34.7,13.7223107291971,1.31,3.2
Spain,ES,172.0,34.0,Madrid,Europe,Euro,Christianity,EUR,.es,660.0,43.7914,36.0001,-9.30152,4.32778,Constitutional Monarchy,1492.0,724.0,0.0,78.8,animal,Tortilla española,93.52905826,46796540,Southern Europe,505992.0,13.3,43.9,ES,ESP,2016,1463316808003.09,46484062,35.8,,1.34,3.2
